tree_dbh,status,health,spc_common,latitude,longitude
4,Alive,Fair,red,40.86329473,-73.9236367
3,Alive,Good,red,40.82101045,-73.9456367
7,Alive,Good,red,40.78294028,-73.952073
8,Alive,Good,red,40.82237143,-73.95052299
5,Alive,Good,red,40.82369522,-73.94787139
4,Alive,Good,red,40.82550875,-73.94726445
2,Alive,Good,red,40.71731164,-73.99087598
5,Alive,Good,red,40.81820719,-73.95058175
3,Alive,Good,red,40.79131256,-73.97388195
4,Alive,Fair,red,40.82231721,-73.95039318
11,Alive,Good,red,40.83611311,-73.9445893
4,Alive,Good,red,40.82199574,-73.94770687
5,Alive,Fair,red,40.82226034,-73.95025704
2,Alive,Good,red,40.7173361,-73.99095714
4,Alive,Good,red,40.8056831,-73.96619241
9,Alive,Good,red,40.82254599,-73.9509409
9,Alive,Good,red,40.82340915,-73.94938214
13,Alive,Good,red,40.82333,-73.94919203
5,Alive,Fair,red,40.80110451,-73.96928117
6,Alive,Good,red,40.82258038,-73.95102322
11,Alive,Good,red,40.78701746,-73.95442938
8,Alive,Fair,red,40.82188937,-73.95266877
5,Alive,Good,red,40.79244807,-73.9506886
3,Alive,Fair,red,40.82471936,-73.94784812
2,Alive,Fair,red,40.87169316,-73.91874024
2,Alive,Good,red,40.72078022,-73.99495838
9,Alive,Poor,red,40.82183082,-73.95276903
11,Alive,Good,red,40.82337617,-73.94930293
4,Alive,Good,red,40.79257761,-73.95099465
3,Alive,Good,red,40.82231151,-73.95175497
4,Alive,Good,red,40.79507073,-73.94831004
4,Alive,Fair,red,40.79498459,-73.94837374
4,Alive,Good,red,40.79514921,-73.948252
12,Alive,Fair,red,40.79108608,-73.945174
13,Alive,Fair,red,40.80553082,-73.9399408
5,Alive,Good,red,40.71301934,-73.98637467
3,Alive,Fair,red,40.81593237,-73.94843658
4,Alive,Fair,red,40.79664225,-73.94695463
3,Alive,Fair,red,40.87198794,-73.91120169
4,Alive,Good,red,40.79121417,-73.94693315
2,Alive,Good,red,40.71302924,-73.98625925
6,Alive,Good,red,40.86481591,-73.91879836
2,Alive,Good,red,40.82242125,-73.95156797
5,Alive,Good,red,40.79765969,-73.969377
4,Alive,Good,red,40.72464437,-74.00786599
4,Alive,Good,red,40.72583473,-74.00821013
4,Alive,Good,red,40.79020431,-73.94731638
4,Alive,Good,red,40.7862247,-73.94269707
3,Alive,Good,red,40.78634933,-73.94260557
3,Alive,Fair,red,40.78598286,-73.94287461
3,Alive,Poor,red,40.8650112,-73.92551285
4,Alive,Fair,red,40.79301473,-73.95035577
2,Alive,Good,red,40.86780817,-73.92692631
3,Alive,Good,red,40.86529349,-73.92482568
3,Alive,Good,red,40.86524433,-73.92495903
4,Alive,Good,red,40.78628989,-73.94264921
4,Alive,Fair,red,40.78603798,-73.94283414
4,Alive,Fair,red,40.78608856,-73.94279701
4,Alive,Poor,red,40.79533393,-73.9481154
6,Alive,Good,red,40.78244316,-73.95090089
4,Alive,Good,red,40.7821829,-73.95027984
6,Alive,Good,red,40.78248953,-73.95101157
3,Alive,Fair,red,40.78240075,-73.9507997
2,Alive,Poor,red,40.86728629,-73.92318798
4,Alive,Fair,red,40.79284671,-73.97686624
4,Alive,Good,red,40.78636382,-73.95016382
3,Alive,Good,red,40.86236339,-73.93008747
3,Alive,Good,red,40.86256547,-73.93006859
7,Alive,Good,red,40.73758906,-74.00699632
9,Alive,Good,red,40.85940733,-73.93377556
3,Alive,Good,red,40.86749001,-73.92613609
4,Alive,Fair,red,40.79278542,-73.97690995
2,Alive,Good,red,40.86756982,-73.92603158
3,Alive,Good,red,40.78605689,-73.94943143
3,Alive,Good,red,40.7130379,-73.98615817
3,Alive,Good,red,40.857824,-73.92745986
3,Alive,Good,red,40.82522354,-73.93763679
9,Alive,Good,red,40.85923889,-73.93382002
5,Alive,Good,red,40.7862684,-73.94993613
12,Alive,Fair,red,40.81664442,-73.94709101
4,Alive,Good,red,40.78617511,-73.9497135
4,Alive,Good,red,40.86633251,-73.92156017
3,Alive,Good,red,40.82569683,-73.93876627
11,Alive,Good,red,40.85937162,-73.93376395
4,Alive,Good,red,40.8575852,-73.92775967
9,Alive,Fair,red,40.85932456,-73.93377505
4,Alive,Good,red,40.85941397,-73.93377773
3,Alive,Fair,red,40.79284859,-73.94749052
12,Alive,Good,red,40.81672571,-73.9472845
5,Alive,Fair,red,40.78622096,-73.94982292
10,Alive,Good,red,40.82517051,-73.93751024
2,Alive,Good,red,40.7860166,-73.9493353
6,Alive,Good,red,40.82185169,-73.95646384
17,Alive,Good,red,40.85939067,-73.93373477
2,Alive,Good,red,40.78613641,-73.94962117
3,Alive,Good,red,40.78593019,-73.94912912
4,Alive,Good,red,40.78040576,-73.95384327
6,Alive,Fair,red,40.78632672,-73.95007527
2,Alive,Good,red,40.78802344,-73.95214865
4,Alive,Poor,red,40.76471264,-73.96120845
2,Alive,Good,red,40.82547137,-73.94136702
4,Alive,Fair,red,40.72442284,-73.975596
3,Alive,Good,red,40.72865049,-73.98044092
11,Alive,Good,red,40.79650062,-73.96870666
3,Alive,Good,red,40.87125438,-73.91537445
6,Alive,Fair,red,40.82152218,-73.95685366
5,Alive,Good,red,40.84972313,-73.92834669
4,Alive,Good,red,40.8313374,-73.93568825
3,Alive,Good,red,40.72868266,-73.98051732
9,Alive,Good,red,40.82196715,-73.95632541
2,Alive,Good,red,40.77559262,-73.98062015
5,Alive,Good,red,40.80282394,-73.96526549
7,Alive,Good,red,40.82209053,-73.95617749
7,Alive,Good,red,40.79328737,-73.97636443
2,Alive,Good,red,40.77554678,-73.98051115
3,Alive,Fair,red,40.81824906,-73.95498973
3,Alive,Fair,red,40.81798857,-73.95437843
8,Alive,Good,red,40.79536605,-73.97104476
3,Alive,Good,red,40.8247469,-73.94297882
8,Alive,Good,red,40.82189532,-73.95641154
3,Alive,Poor,red,40.81816581,-73.95479436
3,Alive,Fair,red,40.81819938,-73.95487314
3,Alive,Fair,red,40.71339854,-73.99042296
5,Alive,Good,red,40.79526932,-73.94816318
3,Alive,Good,red,40.86532945,-73.92472811
3,Alive,Fair,red,40.81802348,-73.95446036
6,Alive,Good,red,40.72971905,-73.98297376
2,Alive,Good,red,40.74233416,-73.98188677
8,Alive,Good,red,40.82915953,-73.93975127
6,Alive,Good,red,40.80141848,-73.96583533
3,Alive,Fair,red,40.78040752,-73.95502633
2,Alive,Fair,red,40.7804742,-73.95497755
3,Alive,Fair,red,40.81808525,-73.9546053
2,Alive,Poor,red,40.80381686,-73.96673589
6,Alive,Good,red,40.79182821,-73.97290062
8,Alive,Fair,red,40.77589202,-73.94902734
18,Alive,Fair,red,40.80449348,-73.96727983
12,Alive,Fair,red,40.82347051,-73.95263465
7,Alive,Good,red,40.76406465,-73.96194995
13,Alive,Good,red,40.80228252,-73.96758326
11,Alive,Good,red,40.77604497,-73.94938972
13,Alive,Good,red,40.816544,-73.946852
3,Alive,Good,red,40.7999709,-73.96684242
15,Alive,Fair,red,40.79627162,-73.96887374
11,Alive,Good,red,40.77557945,-73.94857166
4,Alive,Good,red,40.78858543,-73.95153382
6,Alive,Good,red,40.81529057,-73.94897978
9,Alive,Good,red,40.81522814,-73.95002531
4,Alive,Fair,red,40.86650155,-73.92148529
3,Alive,Good,red,40.82740913,-73.94117653
3,Alive,Good,red,40.81483531,-73.94923416
7,Alive,Good,red,40.82720142,-73.94010442
4,Alive,Good,red,40.86005583,-73.93092047
4,Alive,Good,red,40.80009196,-73.94119372
7,Alive,Good,red,40.76967687,-73.96684217
4,Alive,Good,red,40.86635247,-73.92189113
8,Alive,Good,red,40.82203716,-73.95624148
12,Alive,Fair,red,40.80281414,-73.9437748
4,Alive,Fair,red,40.86629844,-73.92203823
8,Alive,Good,red,40.79949826,-73.96742801
9,Alive,Fair,red,40.79164887,-73.97442937
4,Alive,Good,red,40.79944365,-73.96729854
6,Alive,Good,red,40.80658619,-73.94635949
14,Alive,Fair,red,40.76219328,-73.96303978
2,Alive,Good,red,40.81218514,-73.9518064
4,Alive,Fair,red,40.82049278,-73.95481012
2,Alive,Good,red,40.80146674,-73.94387901
2,Alive,Good,red,40.77609636,-73.97767597
6,Alive,Good,red,40.80533064,-73.9472726
7,Alive,Good,red,40.78336588,-73.95671667
10,Alive,Good,red,40.79493272,-73.94687752
7,Alive,Fair,red,40.80547334,-73.93780637
11,Alive,Good,red,40.82375906,-73.95242335
24,Alive,Good,red,40.82919917,-73.9352825
10,Alive,Good,red,40.82927025,-73.93525838
11,Alive,Good,red,40.79837497,-73.95236593
4,Alive,Fair,red,40.82055041,-73.95476813
5,Alive,Good,red,40.86649082,-73.92033794
7,Alive,Good,red,40.81368289,-73.9552302
17,Alive,Fair,red,40.72546952,-73.98700346
5,Alive,Fair,red,40.78474213,-73.94851724
3,Alive,Good,red,40.82437181,-73.93973835
11,Alive,Poor,red,40.78466975,-73.94834459
8,Alive,Good,red,40.7740631,-73.95061192
2,Alive,Good,red,40.76202239,-73.96396505
6,Alive,Fair,red,40.80543912,-73.9377256
12,Alive,Fair,red,40.78464692,-73.94836116
13,Alive,Fair,red,40.78478955,-73.94870139
12,Alive,Fair,red,40.78461351,-73.94828148
9,Alive,Fair,red,40.7844301,-73.94792834
5,Alive,Poor,red,40.78452023,-73.94798792
14,Alive,Fair,red,40.72660415,-73.98618055
5,Alive,Good,red,40.82932863,-73.93526693
7,Alive,Good,red,40.77453355,-73.94975588
6,Alive,Poor,red,40.77700913,-73.94579836
8,Alive,Good,red,40.78352236,-73.95673235
12,Alive,Good,red,40.78494331,-73.94906818
11,Alive,Fair,red,40.72679827,-73.98604109
4,Alive,Good,red,40.78854314,-73.9514313
10,Alive,Fair,red,40.78430921,-73.94768486
11,Alive,Good,red,40.78437889,-73.94785778
12,Alive,Fair,red,40.78447937,-73.94796956
4,Alive,Good,red,40.84847841,-73.92941831
10,Alive,Fair,red,40.78434804,-73.94778121
6,Alive,Good,red,40.79892433,-73.93844129
6,Alive,Good,red,40.77717219,-73.98910698
3,Alive,Fair,red,40.86605828,-73.92230073
12,Alive,Fair,red,40.78449739,-73.94800449
8,Alive,Good,red,40.80014192,-73.96804179
6,Alive,Good,red,40.77697071,-73.98917805
10,Alive,Fair,red,40.78493486,-73.94897699
3,Alive,Good,red,40.74613042,-73.98611384
14,Alive,Fair,red,40.78421253,-73.94744495
4,Alive,Fair,red,40.77784386,-73.98879575
4,Alive,Good,red,40.79911273,-73.94476088
6,Alive,Good,red,40.77630321,-73.98961558
6,Alive,Good,red,40.77711252,-73.98910195
4,Alive,Fair,red,40.77781081,-73.9888437
5,Alive,Good,red,40.79907855,-73.94468051
5,Alive,Good,red,40.80009116,-73.96805753
10,Alive,Fair,red,40.7842763,-73.94760319
3,Alive,Good,red,40.82433536,-73.93965175
6,Alive,Fair,red,40.78481238,-73.94868482
14,Alive,Fair,red,40.78475402,-73.94861665
5,Alive,Good,red,40.77768381,-73.98885531
11,Alive,Fair,red,40.78427636,-73.94915114
12,Alive,Good,red,40.8269467,-73.9501058
7,Alive,Good,red,40.77701868,-73.98918935
5,Alive,Good,red,40.77869212,-73.98853005
12,Alive,Fair,red,40.78477686,-73.94860008
12,Alive,Fair,red,40.78424441,-73.94752407
6,Alive,Good,red,40.77704696,-73.98913714
11,Alive,Good,red,40.82403979,-73.95222252
11,Alive,Fair,red,40.78442042,-73.94949364
8,Alive,Good,red,40.77725318,-73.98906659
4,Alive,Good,red,40.77789665,-73.98881175
3,Alive,Good,red,40.77856543,-73.98854252
6,Alive,Good,red,40.77709493,-73.98914844
3,Alive,Good,red,40.86612711,-73.92211486
10,Alive,Fair,red,40.78422427,-73.94902729
6,Alive,Good,red,40.77689525,-73.98921984
6,Alive,Good,red,40.77671598,-73.98933429
12,Alive,Fair,red,40.78425643,-73.94910375
8,Alive,Good,red,40.77694244,-73.98923027
4,Alive,Good,red,40.77773052,-73.98887358
11,Alive,Poor,red,40.7843856,-73.94941086
7,Alive,Good,red,40.8243871,-73.95197266
5,Alive,Good,red,40.77728411,-73.98901704
6,Alive,Good,red,40.79904759,-73.9446077
5,Alive,Good,red,40.7782822,-73.98868047
2,Alive,Fair,red,40.72728898,-73.98568193
6,Alive,Good,red,40.777571,-73.98893294
11,Alive,Good,red,40.82701599,-73.94146365
14,Alive,Good,red,40.7901788,-73.96964163
3,Alive,Fair,red,40.71737417,-73.99435163
3,Alive,Fair,red,40.72201233,-73.98829459
10,Alive,Good,red,40.79750773,-73.96969438
9,Alive,Fair,red,40.73617169,-73.98823344
5,Alive,Good,red,40.79629151,-73.97064178
4,Alive,Good,red,40.77720452,-73.98905259
5,Alive,Fair,red,40.82434298,-73.93749444
12,Alive,Fair,red,40.78419157,-73.94894957
8,Alive,Good,red,40.79745246,-73.96973454
3,Alive,Good,red,40.736202,-73.98804305
8,Alive,Good,red,40.79752252,-73.96964444
9,Alive,Good,red,40.72894953,-73.98446925
6,Alive,Fair,red,40.71451384,-73.99041337
12,Alive,Good,red,40.79344982,-73.94891189
3,Alive,Fair,red,40.73407695,-73.99132716
7,Alive,Fair,red,40.78332856,-73.95662829
3,Alive,Good,red,40.80001636,-73.96808073
12,Alive,Good,red,40.82154608,-73.95404219
10,Alive,Good,red,40.82180458,-73.953849
2,Alive,Good,red,40.73602596,-73.98762262
4,Alive,Good,red,40.79454019,-73.94366403
5,Alive,Good,red,40.794332,-73.94317129
5,Alive,Good,red,40.79437548,-73.94327419
5,Alive,Good,red,40.79463835,-73.94389635
3,Alive,Good,red,40.73598731,-73.98753031
6,Alive,Good,red,40.71455053,-73.99053239
4,Alive,Good,red,40.79450658,-73.94358448
6,Alive,Good,red,40.79702277,-73.97006382
2,Alive,Good,red,40.76202511,-73.96638395
3,Alive,Fair,red,40.82452943,-73.94053997
5,Alive,Good,red,40.77752376,-73.98891488
6,Alive,Good,red,40.7946797,-73.9439942
3,Alive,Good,red,40.80986594,-73.95464905
5,Alive,Fair,red,40.80084131,-73.95107247
5,Alive,Good,red,40.80079999,-73.95097417
5,Alive,Fair,red,40.80093059,-73.95128486
3,Alive,Good,red,40.80990569,-73.95474396
5,Alive,Good,red,40.80088954,-73.9511872
4,Alive,Good,red,40.80020249,-73.93105331
4,Alive,Good,red,40.8004395,-73.93163035
8,Alive,Good,red,40.7975553,-73.96965982
4,Alive,Good,red,40.80041603,-73.93156345
4,Alive,Good,red,40.80029106,-73.93126209
4,Alive,Fair,red,40.80016102,-73.93095554
3,Alive,Good,red,40.80983785,-73.95458198
3,Alive,Good,red,40.80002532,-73.93064407
5,Alive,Good,red,40.80112284,-73.9517422
4,Alive,Good,red,40.85944934,-73.92783777
6,Alive,Good,red,40.79625717,-73.9706279
5,Alive,Fair,red,40.77786452,-73.98860233
4,Alive,Good,red,40.80024824,-73.93116117
8,Alive,Good,red,40.79755214,-73.96236751
16,Alive,Good,red,40.80912398,-73.95456173
4,Alive,Good,red,40.80032771,-73.9313485
4,Alive,Good,red,40.7997775,-73.93823239
5,Alive,Fair,red,40.77768224,-73.98866719
2,Alive,Fair,red,40.85934263,-73.9277697
5,Alive,Good,red,40.85952395,-73.92788536
11,Alive,Fair,red,40.78404964,-73.94861213
14,Alive,Good,red,40.78803165,-73.97000127
6,Alive,Fair,red,40.77780094,-73.98862496
9,Alive,Good,red,40.83515207,-73.93822837
5,Alive,Fair,red,40.77794613,-73.9885733
9,Alive,Poor,red,40.78401562,-73.94853125
10,Alive,Fair,red,40.7840826,-73.94869049
3,Alive,Good,red,40.79349167,-73.94046832
7,Alive,Good,red,40.84731976,-73.94014376
11,Alive,Good,red,40.78797631,-73.96958301
8,Alive,Fair,red,40.84729841,-73.94003829
4,Alive,Good,red,40.79938704,-73.94515517
4,Alive,Good,red,40.80032158,-73.94046266
4,Alive,Good,red,40.77396221,-73.95063333
5,Alive,Good,red,40.79939135,-73.9593294
2,Alive,Good,red,40.80160147,-73.95287608
5,Alive,Good,red,40.80156307,-73.95278433
11,Alive,Good,red,40.76955929,-73.96904697
4,Alive,Good,red,40.77403925,-73.95081658
4,Alive,Good,red,40.78148194,-73.98031846
12,Alive,Good,red,40.71049507,-74.01772433
4,Alive,Good,red,40.77353995,-73.94937272
3,Alive,Good,red,40.80006743,-73.93073969
8,Alive,Good,red,40.71008067,-74.01671989
11,Alive,Good,red,40.71017346,-74.01714271
13,Alive,Good,red,40.71045745,-74.0174793
6,Alive,Good,red,40.77638281,-73.98935249
7,Alive,Good,red,40.71037443,-74.01776297
6,Alive,Fair,red,40.77631909,-73.98939557
8,Alive,Good,red,40.76283709,-73.95813107
8,Alive,Good,red,40.71023872,-74.01744007
9,Alive,Good,red,40.71010623,-74.01683634
4,Alive,Good,red,40.84788766,-73.94007944
8,Alive,Good,red,40.710262,-74.01754612
6,Alive,Fair,red,40.7762588,-73.98943633
7,Alive,Good,red,40.7766201,-73.98919207
10,Alive,Good,red,40.77472919,-73.94505408
14,Alive,Good,red,40.71047799,-74.01755081
9,Alive,Good,red,40.71005755,-74.01661453
11,Alive,Good,red,40.71044135,-74.01774308
10,Alive,Fair,red,40.83733254,-73.93922858
16,Alive,Good,red,40.83737474,-73.93933
11,Alive,Good,red,40.71006972,-74.01666998
11,Alive,Good,red,40.71018865,-74.01658694
4,Alive,Good,red,40.79948739,-73.94286148
13,Alive,Good,red,40.7102087,-74.01667544
5,Alive,Good,red,40.77524352,-73.98521258
11,Alive,Good,red,40.71049332,-74.01764367
3,Alive,Good,red,40.79955398,-73.94281319
4,Alive,Good,red,40.83745281,-73.93951763
9,Alive,Good,red,40.71019233,-74.01722866
6,Alive,Good,red,40.73831803,-74.00973182
7,Alive,Good,red,40.73851355,-74.00970965
9,Alive,Good,red,40.71029013,-74.01703498
10,Alive,Good,red,40.71014304,-74.01700408
6,Alive,Good,red,40.77649486,-73.98927674
11,Alive,Good,red,40.71024926,-74.01685452
12,Alive,Good,red,40.71022984,-74.01676879
7,Alive,Good,red,40.73565127,-73.97585409
10,Alive,Good,red,40.7103108,-74.01712625
16,Alive,Good,red,40.73285669,-73.98129101
8,Alive,Good,red,40.738436,-74.00980398
10,Alive,Good,red,40.73093409,-73.98136531
5,Alive,Good,red,40.72416716,-73.97731669
11,Alive,Good,red,40.72410211,-73.97716195
3,Alive,Good,red,40.7236996,-73.98229242
10,Alive,Good,red,40.72413397,-73.97723774
4,Alive,Good,red,40.79929774,-73.9373702
4,Alive,Good,red,40.78568222,-73.94854503
3,Alive,Good,red,40.78545423,-73.9480061
7,Alive,Good,red,40.78564538,-73.94845794
2,Alive,Good,red,40.78533329,-73.94772024
3,Alive,Fair,red,40.78524599,-73.94751388
3,Alive,Good,red,40.7853736,-73.94781553
11,Alive,Good,red,40.74469634,-73.98084273
5,Alive,Good,red,40.78558771,-73.94832163
10,Alive,Good,red,40.74493203,-73.9806708
5,Alive,Good,red,40.78553993,-73.94820867
10,Alive,Good,red,40.71022427,-74.01737422
2,Alive,Poor,red,40.75684086,-73.97830417
4,Alive,Good,red,40.7620529,-73.96378051
8,Alive,Good,red,40.80102879,-73.94930951
10,Alive,Good,red,40.77454738,-73.94611592
6,Alive,Fair,red,40.77655614,-73.98923531
2,Alive,Good,red,40.73851621,-73.98217525
4,Alive,Good,red,40.72556121,-73.97455077
2,Alive,Good,red,40.73855553,-73.98226789
14,Alive,Good,red,40.72787174,-73.98525788
8,Alive,Good,red,40.71037156,-74.01739453
11,Alive,Good,red,40.74485354,-73.98072806
3,Alive,Good,red,40.83737845,-73.93908465
9,Alive,Good,red,40.71035261,-74.01731086
7,Alive,Good,red,40.71039082,-74.01747957
4,Alive,Good,red,40.83742423,-73.93919296
5,Alive,Good,red,40.71805009,-73.99097099
15,Alive,Fair,red,40.79295328,-73.97324048
3,Alive,Good,red,40.75706494,-73.98230593
4,Alive,Good,red,40.80175038,-73.95296439
4,Alive,Fair,red,40.80168277,-73.95280309
3,Alive,Good,red,40.80234813,-73.96219168
5,Alive,Good,red,40.80183071,-73.95315606
3,Alive,Good,red,40.8017973,-73.95307635
7,Alive,Good,red,40.71797186,-73.99101116
7,Alive,Fair,red,40.74874876,-73.97606706
4,Alive,Good,red,40.80171512,-73.95288026
11,Alive,Good,orange,40.80482146,-73.93460707
4,Alive,Fair,orange,40.72886432,-74.0033267
10,Alive,Good,orange,40.71116646,-73.99038808
18,Alive,Good,orange,40.79507897,-73.97655384
15,Alive,Good,orange,40.7876758,-73.98127142
9,Alive,Good,orange,40.71115316,-73.99047875
20,Alive,Fair,orange,40.79464894,-73.97680364
18,Alive,Fair,orange,40.78712808,-73.98132956
26,Alive,Good,orange,40.86604411,-73.93016765
22,Alive,Good,orange,40.7953711,-73.97632481
12,Alive,Good,orange,40.7952867,-73.97639781
20,Alive,Good,orange,40.79486403,-73.97665814
6,Alive,Good,orange,40.73909124,-73.97965506
20,Alive,Good,orange,40.7939014,-73.97703254
10,Alive,Good,orange,40.73899573,-73.97942842
15,Alive,Good,orange,40.79434068,-73.97692687
17,Alive,Good,orange,40.79422861,-73.97696382
22,Alive,Good,orange,40.79311596,-73.97706664
16,Alive,Good,orange,40.79445463,-73.97688378
15,Alive,Good,orange,40.78552569,-73.98223059
17,Alive,Good,orange,40.79477243,-73.9767412
14,Alive,Good,orange,40.78755816,-73.98128391
7,Alive,Good,orange,40.72380478,-73.98958612
29,Alive,Good,orange,40.82838998,-73.95096351
35,Alive,Good,orange,40.85509238,-73.93996133
21,Alive,Good,orange,40.85306498,-73.94117006
18,Alive,Good,orange,40.8648266,-73.93318841
32,Alive,Fair,orange,40.85484249,-73.94012692
8,Alive,Good,orange,40.73894863,-73.97931669
17,Alive,Fair,orange,40.85294234,-73.9412559
19,Alive,Good,orange,40.8650241,-73.9331058
19,Alive,Good,orange,40.86492627,-73.93314672
6,Alive,Good,orange,40.76004785,-73.9668241
5,Alive,Good,orange,40.72342355,-73.97744818
8,Alive,Good,orange,40.72323759,-73.97700742
3,Alive,Good,orange,40.73212071,-73.99223775
14,Alive,Good,orange,40.81530182,-73.95977216
8,Alive,Fair,orange,40.81525425,-73.95980676
11,Alive,Good,orange,40.81493378,-73.96003983
8,Alive,Good,orange,40.81516873,-73.95986896
4,Alive,Good,orange,40.81504765,-73.95995702
7,Alive,Good,orange,40.81473678,-73.9601831
15,Alive,Good,orange,40.8153111,-73.95342656
22,Alive,Good,orange,40.81526328,-73.95331275
7,Alive,Fair,orange,40.8266311,-73.94273157
11,Alive,Good,orange,40.81468345,-73.96022189
5,Alive,Fair,orange,40.84530342,-73.93405587
4,Alive,Fair,orange,40.84527153,-73.93397997
3,Alive,Poor,orange,40.76770989,-73.99302119
2,Alive,Poor,orange,40.8506674,-73.93157366
3,Alive,Poor,orange,40.76733111,-73.99212221
9,Alive,Good,orange,40.765702,-73.99602233
5,Alive,Good,orange,40.76794183,-73.98995347
7,Alive,Good,orange,40.73411348,-74.00411575
2,Alive,Fair,orange,40.84848233,-73.93379549
2,Alive,Fair,orange,40.73147313,-74.00484319
3,Alive,Poor,orange,40.76716401,-73.99172561
15,Alive,Good,orange,40.87277555,-73.91804939
9,Alive,Fair,orange,40.87264504,-73.91774037
7,Alive,Fair,orange,40.7303088,-73.98950207
15,Alive,Good,orange,40.82372287,-73.94696202
11,Alive,Fair,orange,40.87258312,-73.91759376
2,Alive,Good,orange,40.73738145,-73.99291537
10,Alive,Fair,orange,40.87272671,-73.91793374
8,Alive,Good,orange,40.77583296,-73.98093998
11,Alive,Fair,orange,40.86015099,-73.92060341
15,Alive,Good,orange,40.86019103,-73.92069318
14,Alive,Good,orange,40.86012313,-73.92023742
10,Alive,Good,orange,40.87185066,-73.91909127
9,Alive,Good,orange,40.87194146,-73.91919726
8,Alive,Good,orange,40.73878718,-74.00607359
5,Alive,Fair,orange,40.87029049,-73.92042148
13,Alive,Fair,orange,40.8612529,-73.91933041
11,Alive,Good,orange,40.86099376,-73.92037975
5,Alive,Fair,orange,40.72466413,-73.9803936
5,Alive,Fair,orange,40.72473242,-73.98055587
15,Alive,Fair,orange,40.86120131,-73.91920811
11,Alive,Good,orange,40.86066401,-73.91986063
17,Alive,Good,orange,40.82049646,-73.94607527
16,Alive,Good,orange,40.82038064,-73.94580039
8,Alive,Fair,orange,40.82249527,-73.95164622
2,Alive,Good,orange,40.82191463,-73.94812627
11,Alive,Good,orange,40.82420019,-73.94661467
9,Alive,Good,orange,40.78431126,-73.95143004
8,Alive,Fair,orange,40.86875257,-73.92179974
11,Alive,Fair,orange,40.72328282,-73.97684775
10,Alive,Good,orange,40.82854195,-73.94191219
4,Alive,Good,orange,40.81647884,-73.94818047
8,Alive,Good,orange,40.86880101,-73.92183056
7,Alive,Fair,orange,40.79234538,-73.94677209
11,Alive,Good,orange,40.71574719,-73.98404437
10,Alive,Good,orange,40.71581981,-73.98399731
17,Alive,Fair,orange,40.82765572,-73.9439306
11,Alive,Good,orange,40.79225738,-73.94656457
12,Alive,Good,orange,40.82427373,-73.94656053
12,Alive,Good,orange,40.79366157,-73.9457328
17,Alive,Good,orange,40.7112069,-73.99687807
10,Alive,Good,orange,40.79362198,-73.94563863
7,Alive,Good,orange,40.82757448,-73.94399107
3,Alive,Good,orange,40.81660552,-73.94812102
9,Alive,Fair,orange,40.79358185,-73.94554319
11,Alive,Fair,orange,40.79370117,-73.94582697
9,Alive,Fair,orange,40.79336191,-73.94554356
10,Alive,Good,orange,40.87158725,-73.91707721
22,Alive,Fair,orange,40.82681144,-73.94553619
3,Alive,Good,orange,40.81417708,-73.94944544
9,Alive,Good,orange,40.7917379,-73.94706034
9,Alive,Good,orange,40.82753817,-73.9440181
5,Alive,Fair,orange,40.71075436,-73.99314111
8,Alive,Good,orange,40.85125061,-73.92706033
8,Alive,Good,orange,40.79302423,-73.97599905
10,Alive,Poor,orange,40.85101648,-73.92718591
10,Alive,Fair,orange,40.85079128,-73.92732829
3,Alive,Good,orange,40.78435665,-73.97756982
11,Alive,Good,orange,40.79741186,-73.96955373
11,Alive,Good,orange,40.78291586,-73.97977976
2,Alive,Good,orange,40.72730393,-73.9829262
10,Alive,Good,orange,40.79178104,-73.94716265
9,Alive,Fair,orange,40.82041422,-73.94752087
8,Alive,Poor,orange,40.81934033,-73.94808176
9,Alive,Fair,orange,40.82071895,-73.94763551
17,Alive,Fair,orange,40.85091988,-73.92724664
6,Alive,Fair,orange,40.8092519,-73.94811701
9,Alive,Fair,orange,40.81999668,-73.94760147
10,Alive,Good,orange,40.82022593,-73.94750737
12,Alive,Good,orange,40.81953489,-73.94793939
3,Alive,Good,orange,40.82517058,-73.9367364
8,Alive,Fair,orange,40.8543921,-73.93817317
11,Alive,Poor,orange,40.81969489,-73.9478223
19,Alive,Good,orange,40.85404641,-73.93815916
19,Alive,Good,orange,40.85766766,-73.93333126
12,Alive,Poor,orange,40.81962173,-73.94787584
9,Alive,Fair,orange,40.81939958,-73.9480384
11,Alive,Poor,orange,40.82014704,-73.94752177
8,Alive,Fair,orange,40.81868326,-73.9487386
11,Alive,Good,orange,40.81927532,-73.94812933
11,Alive,Fair,orange,40.78693264,-73.95636718
20,Alive,Good,orange,40.84048553,-73.9454601
26,Alive,Fair,orange,40.84035722,-73.94559254
17,Alive,Good,orange,40.84083955,-73.94510055
17,Alive,Good,orange,40.78363179,-73.97925627
9,Alive,Good,orange,40.82084839,-73.94768492
15,Alive,Good,orange,40.84091547,-73.94502365
24,Alive,Good,orange,40.84069531,-73.94524666
12,Alive,Good,orange,40.83990619,-73.94601072
18,Alive,Good,orange,40.84076863,-73.94517239
22,Alive,Good,orange,40.84062461,-73.94531828
7,Alive,Good,orange,40.80848481,-73.9486907
20,Alive,Good,orange,40.84041641,-73.94553145
14,Alive,Good,orange,40.76188919,-73.96219499
6,Alive,Fair,orange,40.77381339,-73.98777112
6,Alive,Fair,orange,40.7737255,-73.98755453
